id,title,notes,organization,formats,tags,wfs_url,download_url,has_wfs,license,metadata_modified,predicted_relevant,relevance_score
mineral-potential,Mineral Potential,"A seamless polygon coverage depicting the mineral resource assessment tracts defined during the 1992-1997 Mineral Potential project. The tracts (794) are based on common geologic characteristics and are given a relative rank from 1 to 794( highest) based on the likelihood of discovering new metallic and/or industrial mineral resources. . Several additional regional assessments, such as North Coast, Central Coast, Lillooet and Atlin-Taku, were undertaken from 2002 to 2008. ",BC Geological Survey,"KML, WMS, MULTIPLE","Mineral resource assessment, geologically defined tracts, industrial mineral deposits, metallic mineral deposits, mineral potential, relative rank",,,False,Access Only,2023-08-28T23:52:50.047785,1,0.61
predictive-ecosystem-mapping-pem-detailed-polygons-with-short-attribute-table-spatial-view,Predictive Ecosystem Mapping (PEM) Detailed Polygons with Short Attribute Table Spatial View,"This dataset is not currently available in the BCGW but may be downloaded in geodatabase format.  Please refer to: [Terrestrial Ecosystem Information (TEI) Data Distribution Packages](http://catalogue.data.gov.bc.ca/dataset/terrestrial-ecosystem-information-tei-data-distribution-packages)

PEM_Polygons contains Predictive Ecosystem Mapping polygons with key and amalgamated (concatenated) attributes derived from the RISC (Resource Inventory Standards Committee) standard attributes. PEM uses mod",Knowledge Management,FGDB,"BGC, Canada, DTEIF, Drainage, PEM, SEI, STE, STEWI, TEIS, TEM, TER, TSM, WHR, biogeoclimatic, bioterrain, bioterrain mapping, describing terrestrial ecosystems, ecology, ecosystem, ecosystem mapping, ecosystem modelling, erosion, landslide, predictive ecosystem mapping, sedimentation, sensitive ecosystem, sensitive ecosystems inventory, slope stability, soil, terrain, terrain and ecosystems, terrain mapping, terrain stability, terrain stability mapping, terrestrial ecosystem mapping, wildlife habitat rating, wildlife inventory",,,False,Open Government Licence - British Columbia,2022-01-07T01:17:01.559595,1,0.605
terrestrial-ecosystem-mapping-tem-detailed-polygons-with-short-attribute-table-20k-spatial-view,Terrestrial Ecosystem Mapping (TEM) Detailed Polygons with Short Attribute Table - 20k Spatial View,"STE_TEM_20K_POLYS_SVW contains Terrestrial Ecosystem Mapping (TEM) polygons with key and amalgamated (concatenated) attributes derived from the RISC (Resource Inventory Standards Committee) standard attributes completed at a scale of 1 to 20 000. TEM divides the landscape into units according to a variety of ecological features including climate, physiography, surficial material, bedrock geology, soils and vegetation. TEM methods include manual air photo interpretation supported by selective fie",Knowledge Management,"FGDB, XLSX, OTHER","BGC, Canada, DTEIF, Drainage, PEM, SEI, STE, STEWI, TEIS, TEM, TER, TSM, WHR, biogeoclimatic, bioterrain, bioterrain mapping, describing terrestrial ecosystems, ecology, ecosystem, ecosystem mapping, ecosystem modelling, erosion, landslide, predictive ecosystem mapping, sedimentation, sensitive ecosystem, sensitive ecosystems inventory, slope stability, soil, terrain, terrain and ecosystems, terrain mapping, terrain stability, terrain stability mapping, terrestrial ecosystem mapping, wildlife habitat rating, wildlife inventory",,,False,Open Government Licence - British Columbia,2024-10-07T18:40:12.556619,1,0.605
important-fossil-areas,Important Fossil Areas,"The Important Fossil Areas in British Columbia consist of polygons based on the density of known fossil collection events and fossil sites with important fossil resources, and recognized fossil-bearing stratigraphic units. Each area has a descriptive name and the polygon boundaries are updated as new information becomes available.",Heritage Branch,"KML, WMS, MULTIPLE","fossil, fossil resource, geological layers, important areas, paleontology, stratigraphy",,,False,Access Only,2025-06-23T21:31:24.557044,1,0.605
minfile-production-database,MINFILE Production Database,"MINFILE contains geological, location and economic information on 15,142 metallic, industrial mineral and coal occurrences in British Columbia. The database is used by government, industry and academia for resource management, land-use planning, exploration and research.

Production is linked by the MINFILE Number, and information such as production year. Information on either ore mined (in tonnes) or ore milled (in tonnes) are captured. Commodity production is entered with precious metals quo",BC Geological Survey,"CSV, KML, MULTIPLE, WMS, XLSX","BC metal number, British Columbia place, assay, base metals, commodities, digital data, historic production, industrial and coal deposits, metallic, mineral inventory, mineral occurrence, ore milled, ore mined, past production, precious metals, production, quantity recovered, reserve, resources, tonnes milled, tonnes mined",,,False,Access Only,2026-03-21T12:42:41.403017,1,0.605
trim-water-annotation,TRIM Water Annotation,"Water annotation (e.g. lake and river names, etc.). The TRIM program produces digital maps, which is a collection of coverages to conform with the BC Geographic System layout. TRIM mapping consists of 7,027 mapsheets covering the province of British Columbia at a scale of 1:20 000.",GeoBC Branch,MULTIPLE,"Canada, Drainage, Hydrology, TRIM, annotation, basemap, topographic map",,,False,Access Only,2021-12-10T22:36:39.615557,1,0.605
community-watersheds-restricted-access,Community Watersheds (Restricted Access),"This 1:20,000. scale inventory contains digital maps of community watershed boundaries. The watershed boundaries show the location of watersheds that supply communities with domestic water. These are meant to be used in conjunction with stream network map coverages from TRIM mapping. This view has additional Contact information.",Aquatic Ecosystems,MULTIPLE,"Canada, Hydrology, community watershed, domestic water, drinking water, watershed",,,False,Access Only,2025-05-12T12:40:44.710298,1,0.605
forest-inventory-ground-plot-data-and-interactive-map,Forest Inventory Ground Plot Data and Interactive Map,"The 'Data and Resources' box to the right includes a link to an FTP site where data, and a data dictionary, can be downloaded that provide access to compiled data from the primary ground-sampling programs managed by the Forest Analysis and Inventory Branch (FAIB) as well as a link to and Interactive Mapping App. 

FAIB ground-sampling programs include the Permanent Sample Plots (PSPs) that provide long term growth and yield information to support development and testing of growth-and-yield model",Forest Analysis and Inventory Branch,"HTML, CSV","CMI, FAIB, Forest Monitoring, Ground Plots, Ground Sample Compiler, Monitoring, NFI, PSP, PSPs, VRI, YSM, growth and yield",,,False,Open Government Licence - British Columbia,2025-05-28T21:16:15.486628,1,0.605
indian-reserves-and-band-names-administrative-boundaries,Indian Reserves and Band Names - Administrative Boundaries,"Provide the administrative boundaries (extent) of Canada Lands which includes Indian Reserves. Administrative boundaries were compiled from Legal Surveys Division's cadastral datasets and survey records archived in the Canada Lands Survey Records. See the Natural Resource Canada's GeoGratis website, Aboriginal Lands.

Band Name and Number added from NRCan's Indian Reserves In BC listing",GeoBC Branch,"KML, WMS, MULTIPLE","Band Name, Band Number, Boundaries, Canada Lands, First Nations lands, Indian Reserve, aboriginal lands",,,False,Open Government Licence - Canada,2026-02-27T14:03:16.953582,1,0.605
terrain-mapping-ter-project-boundaries,Terrain Mapping (TER) Project Boundaries,"Terrain Mapping (TER) project boundaries contains (study areas) and attributes describing each project (project level metadata), plus links to the locations of other data associated with the project (e.g., reports, polygon datasets, plotfiles, legends) for terrain inventory, bioterrain and terrain stability mapping projects. TER divides the landscape into units according to surficial materials, landforms and geomorphological processes using the Terrain Classification System for British Columbia.",Knowledge Management,"FGDB, XLSX, KML, WMS, MULTIPLE","Canada, Drainage, STE, TEIS, TER, TSM, bioterrain, environmental sensitivity, erosion, geoenvironmental mapping, geomorphology, glacial drift, landform, landslide, mapping, parent material, quaternary material, quaternary sediment, sedimentation, slope stability, soil, substrate, surficial geology, terrain and ecosystem information system, terrain and ecosystems, terrain hazard, terrain mapping, terrain stability, terrain stability mapping, terrestrial ecosystem mapping",,,False,Open Government Licence - British Columbia,2024-10-07T18:33:14.865745,1,0.605
bc-water-points-1-2-000-000-digital-baseline-mapping,"BC Water Points 1:2,000,000  (Digital Baseline Mapping)","Layer containing symbols for falls, dams, sinkholes, etc.",GeoBC Branch,"KML, WMS, MULTIPLE","Canada, Drainage, Hydrology, basemap, topographic map",,,False,Open Government Licence - Canada,2023-06-29T14:16:41.538222,1,0.6
terrestrial-ecosystem-mapping-tem-detailed-polygons-with-short-attribute-table-greater-than-20k,Terrestrial Ecosystem Mapping (TEM) Detailed Polygons with Short Attribute Table - Greater Than 20k,"TEM_ GT20K contains TEM polygons with key and amalgamated (concatenated) attributes derived from the RISC (Resource Inventory Standards Committee) standard attributes completed at a scale greater than 1:20 000 (i.e. 1:10 000 or 1:5 000). TEM divides the landscape into units according to a variety of ecological features including climate, physiography, surficial material, bedrock geology, soils and vegetation. TEM methods include manual air photo interpretation supported by selective field checki",Knowledge Management,"FGDB, OTHER","BGC, Canada, DTEIF, Drainage, PEM, SEI, STE, STEWI, TEIS, TEM, TER, TSM, WHR, biogeoclimatic, bioterrain, bioterrain mapping, describing terrestrial ecosystems, ecology, ecosystem, ecosystem mapping, ecosystem modelling, erosion, landslide, predictive ecosystem mapping, sedimentation, sensitive ecosystem, sensitive ecosystems inventory, slope stability, soil, terrain, terrain and ecosystems, terrain mapping, terrain stability, terrain stability mapping, terrestrial ecosystem mapping, wildlife habitat rating, wildlife inventory",,,False,Open Government Licence - British Columbia,2024-10-07T18:40:59.031591,1,0.6
clever-model-mapping-application,CLEVER Model Mapping Application,"The CLEVER model is a hydrologic model used by the River Forecast Centre to forecast hydrologic conditions at locations around British Columbia. This mapping application provides mapped output from the CLEVER model 10-Day forecasts against assessed return period flows at Water Survey of Canada locations.

For detailed information on the CLEVER Model, see the Technical Reference Guide.",River Forecast Centre,OTHER,"AGO, BC, British Columbia, CLEVER, Canada, Flood, Hydrology, River Forecast Centre, Water, freshet",,,False,Access Only,2023-02-17T23:28:07.080219,1,0.6
predictive-ecosystem-mapping-pem-project-boundaries,Predictive Ecosystem Mapping (PEM) Project Boundaries,"PEM_Projects contains Predictive Ecosystem Mapping (PEM) project boundaries (study areas) and attributes describing each project (project level metadata), plus links to the locations of other data associated with the project (e.g., reports, polygon datasets, plotfiles, legends). PEM uses modeling to divide the landscape into units according to a variety of ecological features including climate, physiography, surficial material, bedrock geology, soils and vegetation. This layer is derived from th",Knowledge Management,"XLSX, FGDB, MULTIPLE","BGC, Canada, DTEIF, Drainage, PEM, SDM, SEI, STE, STEWI, TEIS, TEM, TER, TSM, WHR, biogeoclimatic, bioterrain, bioterrain mapping, describing terrestrial ecosystems, ecology, ecosystem, ecosystem mapping, ecosystem modelling, erosion, landslide, predictive ecosystem mapping, sedimentation, sensitive ecosystem, sensitive ecosystems inventory, slope stability, soil, species distribution modeling, terrain, terrain and ecosystems, terrain mapping, terrain stability, terrain stability mapping, terrestrial ecosystem mapping, wildlife habitat rating, wildlife inventory",,,False,Open Government Licence - British Columbia,2024-10-07T18:32:30.015092,1,0.6
minfile-mineral-occurrence-database,MINFILE Mineral Occurrence Database,"The mineral occurrence feature depicts a body of rock containing, or thought to contain, ore minerals or potential ore minerals. A geographic location depicts the most significant physical reference point to the mineralization.  MINFILE contains geological, location and economic information on over 16,000 metallic, industrial mineral and coal occurrences in British Columbia. The database is used by government, industry and academia for resource management, land-use planning, exploration and rese",BC Geological Survey,"ZIP, CSV, KML, MULTIPLE, WMS, XLSX","British Columbia place, Industrial Mineral, commodities, digital data, geology, host rock, industrial and coal deposits, metallic, mineral inventory, mineral occurrence, past production, production, reserve, rock types, stratigraphic age",,,False,Access Only,2026-03-21T12:41:32.268881,1,0.6
